CustomerID,Name,Birthyear,Education,Marital_Status,Income,Kid_Younger6,Children_6to18
10517,Miss Karen Howard,1990,PhD,Together,59033,2,0
32150,Miss Madeleine Hart,1960,Graduation,together,116642,0,0
30428,Mr. Cameron Walker,1989,Master,Married,118588,0,0
23102,Miss Samantha Marshall,1991,Graduation,Together,33501,1,0
27062,Miss Wendy Simpson,1976,Master,Together,37845,1,1
5843,Mr. Neil Knox,1960,PhD,Single,88170,0,1
17489,Mr. Dan Thomson,1969,Graduation,Together,114214,0,0
6854,Mr. Lucas Powell,1984,PhD,Married,37175,1,1
29810,Mr. Austin Smith,1987,Graduation,Married,91972,0,1
27587,Mr. Warren Gill,1964,Basic,Married,19190,0,0
25475,Mr. Ryan Vaughan,1996,Graduation,Married,22680,1,0
10331,Mr. Kevin Mathis,1980,Graduation,Together,85312,1,1
19247,Mr. Frank Pullman,1963,Graduation,Married,85580,0,1
28718,Miss Madeleine North,1991,HighSchool,Together,90547,0,0
30422,Mr. Alexander McDonald,1978,Master,Married,114537,0,0
31046,Mrs. Anna Watson,1996,HighSchool,Married,15259,1,0
10004,Mr. Edward Abraham,1993,Graduation,Single,29355,1,0
17969,Mr. Eric Mills,1968,PhD,Together,51779,0,0
26651,Mr. Connor Simpson,1977,Master,Single,57353,1,0
31259,Mr. Jake Oliver,1973,Graduation,Married,83652,0,1
16658,Mr. Luke Miller,1989,PhD,Together,61147,1,0
6095,Mr. Eric Hill,1966,PhD,Together,87395,0,1
23957,Mr. Evan Robertson,1971,Graduation,Divorced,65984,0,2
5456,Mr. Austin Ince,1962,Graduation,Married,106927,0,0
7634,Mr. Dominic Morrison,1972,PhD,Married,98424,0,2
15728,Miss Una May,1982,PhD,Together,49119,0,1
6983,Mr. Anthony Vance,1964,Master,Married,145675,0,0
34421,Mr. Blake Harris,1952,PhD,Married,121439,0,0
14969,Mr. Colin Morrison,1993,Graduation,Married,84970,1,0
9911,Miss Diane Lee,1967,Graduation,Together,90790,0,1
21419,Miss Bella Walsh,1985,Graduation,Single,68989,1,1
5348,Mr. William Forsyth,1958,Master,Widow,80085,1,2
21503,Mr. Alexander King,1986,Master,Single,61139,1,1
30167,Mr. Dominic Bailey,1985,Graduation,Single,29548,1,0
11879,Mr. Frank Tucker,1954,Graduation,Divorced,122180,0,0
26612,Miss Irene Terry,1986,Graduation,Together,128093,0,0
22976,Mr. Adrian Slater,1978,HighSchool,Married,41996,0,1
8003,Mr. Brandon Mills,1974,Graduation,Together,58445,1,1
15770,Mr. Dylan Rutherford,1967,HighSchool,Together,85920,0,2
27350,Mrs. Ava Peters,1976,Graduation,Divorced,110400,0,0
22175,Mr. Andrew Bell,1967,HighSchool,Single,90956,0,0
25283,Mr. Victor Davies,1976,PhD,Divorced,79056,1,1
18191,Miss Lily Grant,1980,Graduation,together,63716,0,1
11930,Mr. Max Peake,1973,PhD,Married,123451,0,0
17531,Mr. Benjamin Young,1979,Graduation,Together,32359,1,0
9629,Mr. Stewart Davies,1982,PhD,Married,60130,0,0
6500,Mr. Simon Rutherford,1988,Graduation,Married,42732,1,0
12071,Mr. Joshua Turner,1988,Basic,Married,23739,1,0
12326,Miss Bella Dickens,1985,Graduation,Together,32040,2,0
13535,Mr. Jack Sharp,1972,HighSchool,Married,41275,0,0
27215,Miss Claire Hardacre,1993,Master,Single,55048,1,0
29072,Mr. Kevin Welch,1980,Graduation,Divorced,80382,0,1
33020,Mr. Warren Duncan,1999,Basic,Together,24690,1,0
10391,Mr. Phil Metcalfe,1986,HighSchool,Married,11000,1,0
5489,Mr. William Randall,1988,Graduation,Married,61201,1,0
12455,Mr. Gordon Lee,1971,Graduation,Single,79766,0,1
11918,Mr. Nathan Johnston,1981,Graduation,Married,45499,0,0
22199,Mr. Jonathan Brown,1959,Master,Married,75512,1,1
11735,Mr. Keith Sanderson,1972,Graduation,Single,71064,0,1
14864,Mrs. Rachel Wilkins,1981,PhD,Married,108979,0,1
10721,Mr. James Ferguson,1960,HighSchool,Together,67313,0,0
6485,Mr. Sam Hamilton,1979,Graduation,Married,103088,0,0
30278,Mr. Cameron Hudson,1978,Master,Married,85385,1,1
18380,Mr. Stewart Ball,1987,Graduation,Married,226995.125,1,0
24833,Mr. James Scott,1981,HighSchool,Together,65399,1,0
26636,Mr. Christopher Hardacre,1969,Graduation,Together,66235,1,1
16283,Mr. Ian Cornish,1995,Graduation,Single,66935,1,0
30794,Mr. Ian Miller,1965,Graduation,Widow,87146,0,1
13391,Mr. Max Forsyth,1982,Graduation,Divorced,103421,0,0
29834,Mr. Boris Clarkson,1961,Graduation,Divorced,92195,1,1
11063,Mr. Oliver Graham,1985,Graduation,Married,97716,0,0
29132,Mr. Oliver Vaughan,1995,PhD,Married,117853,0,0
30623,Mr. Trevor Fraser,1997,Master,Married,94696,0,0
16916,Mr. Cameron Terry,1974,HighSchool,married,74807,1,1
16064,Mr. James Morrison,1961,Graduation,Divorced,89487,0,1
6740,Mr. Max Newman,1980,Master,Married,54206,1,0
29006,Mr. Harry Russell,1977,Graduation,Married,102307,0,0
24764,Mr. Jack Terry,1971,Graduation,Together,61551,1,1
18797,Mr. Frank Metcalfe,1967,PhD,Married,79393,0,1
14348,Mr. Robert Anderson,1979,PhD,Single,68402,1,1
20840,Mr. Evan Graham,1968,Graduation,Married,83734,0,0
31589,Mr. Dan MacDonald,1961,PhD,Married,92097,0,1
21962,Mr. Phil Turner,1989,Graduation,Single,32369,1,0
13556,Miss Rose Smith,1962,PhD,Single,86001,0,1
16580,Mr. Simon Pullman,1964,Graduation,Married,77457,0,1
13853,Miss Andrea Forsyth,1986,Graduation,Together,110612,0,0
28382,Mr. Dominic Morrison,1979,Master,Single,93879,0,1
14105,Miss Amy Mackenzie,1976,Graduation,Single,61316,0,0
24875,Mr. Jason Smith,1989,Master,Divorced,107672,0,0
11954,Miss Kimberly Anderson,1971,Graduation,Together,61240,1,1
29057,Mr. Thomas Burgess,1992,Graduation,Married,61968,1,0
35015,Mr. Kevin Rutherford,1978,Graduation,Together,98203,0,0
19343,Mr. Colin Graham,1981,PhD,Single,53698,1,0
30446,Mr. Joshua Rampling,1980,Graduation,Single,44989,1,0
34706,Mr. Gavin Paterson,1988,Graduation,Married,36918,1,0
21779,Mr. Paul Ellison,1996,Master,Married,114542,0,0
31874,Mr. Jake Fisher,1997,Basic,Married,32297,0,0
15623,Mr. Connor Bower,1977,Graduation,Married,86779,1,1
24971,Mr. Luke Forsyth,1973,HighSchool,Together,39380,1,1
21350,Miss Julia Taylor,1994,Graduation,Together,35308,0,0
26723,Mr. Trevor Pullman,1992,Basic,Married,37704,1,0
32372,Mr. Oliver May,1974,Graduation,Married,102261,0,0
8609,Miss Tracey Payne,1990,Graduation,Single,13449,1,0
7145,Miss Vanessa Fraser,1974,Graduation,Single,117247,0,0
19037,Mr. Matt Arnold,1981,Master,Married,37075,0,1
25001,Mr. Steven Bond,1954,Master,Together,135875,0,0
6656,Miss Alison Morrison,1993,Master,Together,51637,1,0
26762,Mr. Peter Vaughan,1970,PhD,Married,70563,1,1
22661,Mr. Simon Edmunds,1976,Master,Married,37738,1,0
34370,Mr. Steven Short,1983,Master,Married,85248,1,0
33761,Mr. Max Jones,1979,Graduation,Single,118524,0,0
34172,Mr. Alan Berry,1965,Graduation,Married,115581,0,0
12773,Mr. John Miller,1984,Graduation,Together,30596,1,0
26735,Mr. Eric Sutherland,1981,Graduation,Married,101724,0,1
15878,Mr. Jason Arnold,1981,PhD,Together,74549,1,1
19700,Mr. Alexander Arnold,1990,Graduation,Married,49272,1,0
17168,Mr. Leonard Hudson,1962,Graduation,Married,24659,0,0
32720,Mr. Brian Oliver,1988,Graduation,Together,22153,1,0
16802,Mr. Sean Mathis,1987,Graduation,Single,49684,2,0
20471,Mr. Jonathan Mackay,1958,Master,Married,44920,1,1
20819,Mr. Colin Forsyth,1975,Graduation,Together,7875.9,0,2
13328,Miss Lisa Mackay,1991,PhD,Single,74538,1,0
11342,Mr. Gavin Avery,1983,PhD,Married,50637,1,0
14525,Mr. Adrian Abraham,1978,Master,divorced,89875,0,1
20141,Mr. Joseph Avery,1959,Graduation,Married,81098,0,1
5846,Mr. Brandon Davies,1964,PhD,Divorced,90720,2,1
29393,Mr. Ryan Harris,1978,Graduation,Divorced,110700,0,1
28361,Miss Jasmine Baker,1979,Graduation,Single,45999,1,0
7049,Mr. Isaac Fraser,1970,Master,Married,60832,1,1
9746,Mr. Evan Johnston,1987,Basic,Married,29627,0,0
32447,Miss Sophie Ball,1961,Graduation,Together,80275,0,1
26825,Mr. Edward Clarkson,1961,Graduation,Single,83123,0,1
22430,Mr. Evan Cornish,1985,PhD,Together,104138,0,1
18929,Miss Amy Glover,1999,PhD,Single,100930,0,0
21182,Mr. Ryan Smith,1976,Master,Married,64378,0,1
20543,Mr. Benjamin Sutherland,1986,Master,Married,99399,0,1
6926,Mr. Isaac Hamilton,1981,Graduation,Married,105246,0,0
25193,Mr. Owen Slater,1965,PhD,Together,62881,1,1
26951,Mr. John Springer,1967,HighSchool,Single,104034,0,1
22484,Miss Diana Avery,1987,Graduation,Single,70523,1,1
23024,Mr. Alan Wilson,1983,Graduation,Married,100030,0,1
14999,Mr. Andrew Welch,1983,Graduation,Single,112506,0,0
35045,Mr. Tim Nolan,1959,Master,Divorced,115490,0,1
9917,Miss Kimberly Wright,1964,PhD,Single,56389,0,0
6560,Miss Rebecca Davies,1979,Master,Single,39245,2,0
8036,Mr. Adam Turner,1989,Graduation,Single,49495,2,1
18104,Mr. Michael Skinner,1982,PhD,Together,48178,0,1
7463,Mr. Stephen Alsop,1976,Graduation,Married,114930,0,0
26930,Mr. Christopher Grant,1979,Graduation,Married,79298,1,0
10508,Mrs. Julia Rutherford,1981,PhD,Married,58131,0,0
7859,Mrs. Jan Peters,1983,Graduation,Married,44799,1,0
29114,Miss Dorothy Sanderson,1976,Master,Together,56248,1,0
8399,Mr. Carl Grant,1996,Master,Together,116944,0,0
13859,Mr. James Wilkins,1969,HighSchool,Married,18176,0,0
28112,Miss Jane Poole,1979,PhD,Together,60473,1,1
9230,Mr. Dan Marshall,1966,Graduation,Married,49549,0,1
17906,Mr. Owen Brown,1989,PhD,married,118073,0,0
15509,Miss Lisa Sutherland,1998,Graduation,Together,125633,0,0
5960,Mr. Keith Hunter,1987,Graduation,Together,22121,1,0
34727,Mr. Jack Clarkson,1964,PhD,Married,126233,0,0
33611,Mr. John Walsh,1952,Graduation,Together,27432,0,0
34241,Mr. Jacob McLean,1993,PhD,Divorced,116976,0,0
27629,Mr. Frank King,1999,Graduation,Married,101457,0,0
19187,Mr. Gavin Underwood,1963,PhD,Married,94294,1,1
28547,Miss Ella Short,1993,Graduation,Together,108424,0,0
30752,Miss Amanda Wallace,1980,Graduation,Together,59948,0,1
14990,Mr. Adrian Payne,1959,Graduation,Single,39897,1,1
32132,Mr. Dylan Robertson,1965,Master,Single,68577,1,1
11234,Mrs. Faith Gill,1965,PhD,Divorced,80217,0,1
6539,Mr. Jonathan Parsons,1985,Graduation,Together,31386,1,0
22784,Miss Rebecca Hughes,1992,PhD,Together,102826,0,0
33707,Mr. Joe MacLeod,1982,Graduation,Married,118161,0,0
8549,Mr. Paul McGrath,1964,HighSchool,Married,26424,0,1
11345,Mrs. Jan Payne,1962,HighSchool,Married,100822,0,1
9656,Mr. Dominic Parsons,1963,Graduation,Together,85399,0,1
13727,Mr. Anthony Hemmings,1982,Graduation,Together,75924,1,0
29642,Mr. Nathan Hunter,1994,Graduation,Together,47891,1,0
13460,Miss Irene Jones,1965,Master,Together,87349,0,1
19397,Mr. Ryan Mackay,1963,HighSchool,Single,106038,0,0
21074,Mr. Peter Manning,1990,HighSchool,Single,70694,1,0
32099,Mr. Eric Wilson,1976,PhD,Divorced,50680,0,1
9155,Miss Elizabeth Lewis,1972,Master,Together,66387,0,1
19850,Mr. Dylan Wilkins,1986,Graduation,Married,92560,0,1
7277,Miss Donna Hemmings,1965,Graduation,Together,92222,0,1
5318,Mr. Liam MacDonald,1968,HighSchool,Married,3005.4,0,0
19769,Mr. Lucas Allan,1977,Master,Married,120238,0,0
5264,Mrs. Alison Bailey,1978,Graduation,Married,39266,1,0
21110,Mr. Ryan Mackenzie,1977,PhD,Together,91788,1,0
24482,Mr. Jonathan Clark,1987,Graduation,Single,47968,1,0
19571,Miss Wendy Pullman,1991,Basic,Single,39223,1,0
18593,Mr. Alexander Blake,1958,Graduation,Together,39330,0,0
32912,Mr. Keith Butler,1993,Graduation,Single,33702,1,0
23681,Mrs. Caroline MacLeod,1987,Graduation,Married,58841,1,1
27746,Mrs. Molly Peake,1990,Graduation,Married,37710,1,0
29552,Mr. Simon Morgan,1951,PhD,Married,95604,0,0
18584,Mr. Nathan Hunter,1973,PhD,Married,76596,0,1
27836,Mr. Leonard Dickens,1987,PhD,Married,235078.225,0,0
5627,Mr. Jonathan Clark,1988,Graduation,Married,40975,1,0
6104,Mr. Oliver Berry,1984,HighSchool,Married,54310,1,0
11495,Mr. Joe Kerr,1986,HighSchool,Married,42715,1,0
7724,Mr. Dominic Clark,1976,Graduation,Widow,59799,0,1
13541,Mr. Robert Grant,1985,Graduation,Single,124772,0,0
25799,Miss Penelope Parr,1985,Graduation,Together,72683,0,1
7274,Mr. Max Miller,1962,Graduation,Together,85018,0,1
28664,Miss Diane Sharp,1954,Graduation,Together,99383,0,0
19973,Miss Lisa Morrison,1959,Graduation,Together,92699,0,1
11039,Mr. Charles Simpson,1987,Graduation,Single,42355,1,0
5864,Mrs. Natalie Forsyth,1961,Graduation,Married,110881,0,1
22259,Mr. Robert Smith,2002,Graduation,Together,116091,0,0
23828,Mr. Andrew Ellison,1963,Graduation,Married,82730,0,1
35039,Mr. Simon Rampling,1978,HighSchool,Divorced,96366,0,0
32888,Mr. Dominic Simpson,1967,Master,Single,39834,1,1
32954,Mrs. Sonia Abraham,1989,Graduation,Married,51966,0,1
33200,Mr. Andrew Abraham,1966,PhD,Married,52095,1,1
8009,Mr. Colin Slater,1967,PhD,Divorced,113870,0,0
19739,Mrs. Pippa MacLeod,1954,Graduation,Divorced,122657,0,0
13712,Mr. Owen Quinn,1967,Graduation,Divorced,64932,0,1
10358,Mr. Harry McGrath,1982,PhD,Married,87204,0,1
12752,Mr. Sam Terry,1981,Graduation,Married,73773,0,1
33671,Mr. John Young,1992,Graduation,Together,49716,1,0
6986,Mrs. Sophie Powell,1969,PhD,Married,74858,1,1
5585,Mr. Julian Knox,1962,PhD,Divorced,90252,0,1
29804,Mr. Jake Henderson,1984,PhD,Married,25441,1,1
15158,Mr. Max Oliver,1983,PhD,Married,67694,1,0
25040,Mr. Simon Henderson,1972,Basic,Married,34654,0,0
13817,Mr. Max Hunter,1967,PhD,Together,106637,0,0
21518,Mr. James Russell,1971,Graduation,Single,69557,0,0
14201,Miss Angela Manning,1987,PhD,Together,125885,0,0
13814,Mr. Benjamin Mackenzie,1963,HighSchool,Together,48744,0,1
19391,Mr. Alexander Hudson,1982,Master,Married,31831,1,0
32684,Mrs. Lily Lawrence,1995,Graduation,Married,37361,1,0
29357,Mr. Eric Springer,1972,PhD,Married,77778,0,1
11831,Mr. Benjamin Gill,1966,Graduation,Single,103606,0,1
31508,Mr. Gavin Buckland,1982,Master,Married,41274,1,0
23135,Mr. Piers Peters,1988,Graduation,Single,33666,1,1
20897,Mr. Frank Fisher,1963,Graduation,Together,41873,0,1
14966,Mr. Jake Hill,1982,Graduation,Together,38519,1,0
21071,Mr. Brian Hodges,1976,Master,Married,113340,0,0
13067,Mr. Piers Ross,1970,PhD,Divorced,107020,0,0
11840,Mr. Victor Graham,1984,Master,Married,101559,0,1
23762,Miss Yvonne Stewart,1976,PhD,Together,81193,1,1
26093,Mr. Ian Lawrence,1989,PhD,Divorced,57826,1,0
17390,Mr. Liam Hudson,1989,Graduation,Married,20007,1,0
16700,Mr. Blake Russell,1982,Graduation,Married,48225,1,0
24917,Mr. Charles Ross,1979,Graduation,Together,112410,0,0
25166,Mr. Gavin James,1978,HighSchool,Together,99870,0,0
12719,Mr. Sean Black,1982,Graduation,Single,104290,0,1
20366,Mr. Paul Clark,1987,Graduation,Divorced,94585,0,1
29792,Miss Dorothy Henderson,1964,Graduation,Together,81307,0,1
31679,Miss Zoe Randall,1985,Graduation,Together,107729,0,1
33527,Mr. Phil Randall,1963,Graduation,Together,51545,0,1
31850,Miss Amelia Short,1993,Graduation,Single,135443,0,0
17180,Mr. Adam Sanderson,1989,Master,Together,125218,0,0
28307,Miss Diane Wright,1963,Graduation,Together,53984,1,1
30320,Mr. Adrian Rutherford,1968,Master,Married,77765,2,1
14162,Mr. Jake Wilson,1994,Graduation,Single,57764,0,0
31865,Mr. Charles McGrath,1977,PhD,Married,230738.225,0,1
33281,Mr. Edward Terry,1988,Graduation,Single,124189,0,0
17615,Mrs. Megan Wilson,1973,Graduation,Married,68782,0,1
15908,Miss Rachel Smith,1986,HighSchool,Together,63889,0,1
18854,Mr. Frank Hamilton,1985,HighSchool,Single,72537,1,1
7202,Mr. Ian Duncan,1981,PhD,Married,36607,1,1
31601,Mr. Warren King,1966,PhD,Married,125688,0,0
30206,Miss Heather Powell,2000,Graduation,Together,120502,0,0
17603,Mr. Alan Oliver,1969,Master,Married,108959,0,1
8138,Miss Molly Morrison,1998,HighSchool,Together,22542,1,0
13229,Miss Lauren Marshall,1986,Graduation,Together,91123,0,1
18293,Mr. Stewart Roberts,1994,Graduation,Married,36813,1,0
22889,Mr. Alan Wright,1983,PhD,Married,105636,0,1
34451,Mr. Jacob Howard,1984,Master,Married,57370,0,1
30833,Mr. Keith Wilson,1954,Graduation,Married,64133,0,0
31520,Mr. Sebastian Anderson,1976,Graduation,Together,38273,1,1
22088,Mr. Ian Vaughan,1956,PhD,Together,51708,0,1
13424,Miss Felicity Arnold,1992,Graduation,Single,57088,1,0
25136,Mr. Phil Sutherland,1969,PhD,Single,41693,1,1
34013,Mr. Edward Ferguson,1981,PhD,Together,59120,1,1
10139,Mr. Keith Metcalfe,1994,PhD,Married,71277,0,0
31967,Mr. Matt Dowd,1986,Master,Together,98025,0,0
14735,Mrs. Emily Piper,1966,Graduation,Married,104975,0,1
8666,Mr. Kevin Vaughan,1985,Graduation,Married,85657,0,1
12584,Mr. Jake Metcalfe,1976,PhD,Married,33080,1,1
11915,Mr. Nathan Reid,1986,Master,Married,84060,0,1
12011,Mr. Keith Mills,1967,Graduation,Married,8503.6,0,0
30386,Mr. Brian McLean,1982,Graduation,Divorced,47628,1,1
32591,Mr. Colin Cornish,1980,Master,Married,119006,0,0
10910,Mr. Paul Russell,1974,Graduation,Single,67806,0,1
30698,Miss Carolyn Edmunds,1984,Graduation,Single,88458,0,1
8843,Mr. Dylan Howard,1969,Graduation,Married,87315,0,1
26891,Mr. Sam Peake,1992,Graduation,Married,74147,1,0
8618,Mr. Edward Turner,1963,HighSchool,Married,82460,1,1
18602,Mr. Gavin Edmunds,1979,Graduation,Married,43761,1,1
22184,Mr. Nicholas Duncan,1980,HighSchool,Single,25050,1,0
14921,Miss Zoe Walsh,1979,PhD,Single,99238,0,0
6803,Mr. Max Stewart,1964,HighSchool,Married,97028,0,2
30647,Mr. Eric White,1971,Graduation,Married,64142,1,1
20687,Mr. Brandon Stewart,1986,Master,Divorced,39400,0,1
29819,Mr. David Arnold,1979,HighSchool,Married,41705,1,0
24182,Mr. Gordon Clarkson,1983,Graduation,Together,80514,0,1
12449,Mr. Dan Simpson,1966,PhD,Married,82833,1,2
11408,Mr. James Grant,1985,PhD,Together,60171,1,1
13904,Mr. Jonathan Dickens,1994,Graduation,Married,59711,1,0
13622,Mr. Christopher Hamilton,1984,Graduation,Divorced,81078,0,1
24770,Mr. Gordon Poole,1981,Graduation,Together,82857,1,1
20714,Mr. Austin Dyer,1970,PhD,Widow,68791,0,1
6233,Mr. Keith Fraser,1963,Graduation,Widow,98873,0,0
29354,Mrs. Felicity Robertson,1994,Graduation,Married,133832,0,0
7406,Mr. Simon Hudson,1968,PhD,Married,74626,0,1
26927,Mr. Stewart Rees,1972,Graduation,Married,93589,0,1
11414,Mrs. Theresa Ogden,1978,Graduation,Married,28874,1,0
12245,Mr. Liam Graham,1986,Graduation,Together,70230,1,0
8132,Mr. Oliver Vance,1987,Master,Married,36248,1,0
26504,Mr. Oliver Paige,1970,Graduation,Together,44539,0,1
28745,Mr. Connor Quinn,1976,Master,Together,60502,1,0
14870,Mr. Harry Hamilton,1968,Graduation,Single,74932,1,1
10766,Mrs. Karen Terry,1959,Master,Widow,128185,0,0
16892,Mr. Joe Avery,1983,Graduation,Married,116794,0,0
30077,Mr. Trevor Langdon,1959,Graduation,Married,36781,0,1
31616,Mr. Liam Turner,1972,Graduation,Married,57085,1,1
6395,Mr. Thomas McLean,1961,Master,Widow,63093,0,1
7706,Mr. Harry Mills,1976,PhD,Single,109410,0,0
27833,Mr. Jacob Coleman,1980,Graduation,Married,60902,1,0
31562,Mr. Steven Greene,1974,PhD,Single,86767,0,1
5939,Miss Kylie Burgess,1996,Graduation,Single,93383,0,0
23915,Mr. Anthony Morrison,1962,Graduation,Together,71269,0,1
16304,Miss Kylie Miller,1962,Basic,Single,11000,0,0
13496,Mr. Eric Martin,1963,HighSchool,Divorced,37729,0,1
9299,Miss Faith Smith,1969,Graduation,Single,67605,0,1
13223,Miss Molly Abraham,1977,Graduation,Single,71749,0,1
23390,Mr. Alan Nash,1991,Graduation,Divorced,42685,1,0
10469,Mr. Joseph Clarkson,1970,Graduation,Divorced,117044,0,1
23225,Mr. Brian Short,1982,Master,Together,59651,0,0
21770,Mr. Matt Short,1992,Basic,Single,11000,1,0
27464,Miss Madeleine Underwood,1955,PhD,Together,12884.8,0,0
29036,Mr. Max Lewis,1976,Master,Married,71715,1,0
31115,Mr. Liam Hughes,1984,Graduation,Together,99281,0,0
7913,Mr. Matt Ferguson,1985,HighSchool,Single,46755,0,1
22106,Miss Penelope MacDonald,1972,Master,Together,98454,0,1
21161,Mr. Joseph James,1970,Graduation,Together,83747,0,0
18962,Mr. Julian Sanderson,1957,PhD,Widow,101967,0,1
8087,Mr. Frank Paterson,1988,Master,Married,122856,0,0
17243,Mr. Cameron Peake,1976,PhD,Married,108848,0,0
27419,Mr. Piers Sutherland,1964,Master,Married,44674,1,1
31637,Mr. Boris Welch,1982,Graduation,Divorced,64002,0,1
18701,Mr. Andrew Miller,1970,Graduation,Married,70023,0,1
34340,Miss Heather Knox,1987,HighSchool,Together,114571,0,0
23027,Miss Audrey Walsh,1980,HighSchool,Single,76644,1,1
6626,Mr. Brian Reid,1974,Graduation,Married,69216,1,1
22682,Miss Stephanie White,1986,Master,Together,85331,1,0
31142,Miss Rebecca Coleman,1983,Master,Together,134511,0,0
28031,Miss Sally Lambert,1995,Graduation,Single,78778,0,0
19478,Mr. Nicholas Walker,1976,Master,Married,46234,2,1
26654,Mr. Austin Hardacre,1975,PhD,Single,104244,0,1
30035,Miss Joanne Gray,1993,Master,Single,233887.325,1,0
30455,Mr. Carl Rampling,1961,Graduation,Together,90674,0,1
25091,Mr. Jacob Sharp,1979,Graduation,Divorced,75198,1,2
15668,Mr. Matt White,1987,Graduation,Married,35137,1,0
19553,Mr. Carl Lawrence,1998,HighSchool,Married,131012,0,0
14945,Mr. Harry Grant,1986,Master,Together,40465,1,0
10436,Mr. Steven Miller,1985,Graduation,Married,94442,0,1
21689,Mr. Simon Springer,1982,Master,Together,52149,1,0
7844,Mr. Adam Metcalfe,1974,Graduation,Divorced,86529,0,2
11246,Mr. Stewart Turner,1995,Basic,Married,14998,1,0
16319,Mr. Luke Wilkins,1983,HighSchool,Married,36057,1,0
8660,Mr. Dominic Mackay,1959,PhD,Married,66849,0,1
26399,Mr. Jack Chapman,1978,Graduation,Single,96174,0,1
18833,Mr. Christopher Cornish,1964,Graduation,Single,68725,1,1
29942,Mr. Peter Howard,1986,Graduation,Married,47673,1,0
15971,Miss Ava Ferguson,1970,HighSchool,Single,107269,1,1
8522,Mr. Sean Dyer,1985,HighSchool,Married,33971,1,1
32219,Mr. Warren Alsop,1990,PhD,Married,115315,0,0
28796,Miss Ella May,1974,Basic,Single,28725,0,1
20489,Mr. Adam Hunter,1983,Basic,Married,24271,1,0
17963,Mr. Cameron Dyer,1962,PhD,Widow,103464,0,1
15401,Mr. Joshua Martin,1989,Basic,Together,22082,1,1
21269,Mr. Nathan Glover,1971,Graduation,Married,91241,0,1
9731,Mr. Julian Greene,1960,Graduation,Widow,98236,0,1
7871,Mrs. Michelle Gibson,1981,Graduation,Married,64694,1,1
26669,Mr. Paul Mitchell,1984,Basic,Married,24711,1,1
8777,Mr. Jonathan Wilkins,1985,PhD,Together,12718.4,0,0
14354,Mr. Gavin Welch,1968,PhD,Married,56299,1,1
14495,Mr. John Cameron,1978,HighSchool,Single,44104,1,1
18080,Mr. Sean Peake,1959,PhD,Married,64173,1,1
15929,Mr. Joseph MacLeod,1961,Master,Married,94577,0,2
20477,Mr. Trevor Jones,1995,Graduation,Together,100501,0,0
18353,Mr. Alan Walker,1988,HighSchool,Married,76007,1,1
31829,Mr. Blake Bower,1965,PhD,Together,90482,1,1
22109,Mr. Ryan Peters,1962,Graduation,Married,98900,0,2
5282,Mr. Jacob Carr,1976,PhD,Together,41967,1,0
34694,Mr. Isaac Knox,1964,Master,Married,52618,0,0
8798,Mr. Tim Wilkins,1975,PhD,Together,98353,0,0
18071,Miss Rose Buckland,1959,PhD,Together,114009,0,0
28439,Miss Leah Butler,1960,Graduation,Together,72368,0,1
21329,Mr. Jonathan Watson,1991,PhD,Single,44580,1,0
7268,Miss Jan Howard,1977,Master,Together,43765,1,0
34286,Miss Amy Hunter,1988,Graduation,Together,80888,2,0
27887,Mr. Dan Butler,1976,Graduation,Married,112931,0,1
31757,Miss Virginia Hill,1961,Graduation,Together,114209,0,1
14753,Miss Jane Metcalfe,1989,Graduation,Together,34169,1,0
27839,Miss Virginia Peake,1994,Graduation,Single,10396.6,1,0
8441,Mrs. Molly King,1966,Graduation,Married,69965,0,1
13220,Mrs. Amelia Vaughan,1958,PhD,Widow,61885,1,1
10808,Mr. Neil Anderson,1957,HighSchool,Married,38227,0,0
11726,Mr. Adam Davies,1954,Graduation,Married,104769,0,0
27953,Mr. Jason Morrison,1992,Master,Single,62166,1,0
23888,Mrs. Amanda Reid,1964,PhD,Married,92205,0,0
29306,Mr. Austin Ferguson,1977,HighSchool,Together,107511,0,0
29771,Miss Bella Springer,1989,Graduation,Single,34987,1,0
27812,Mr. Cameron Skinner,1974,PhD,Divorced,114038,0,0
17507,Mr. Carl Arnold,1985,Graduation,Divorced,126125,0,0
19250,Miss Olivia Lawrence,1982,Graduation,Together,129993,0,0
14405,Mr. Robert Baker,1990,HighSchool,Single,60372,1,1
11798,Miss Jennifer Gibson,1989,Graduation,Single,42171,1,0
24194,Miss Bella Butler,1979,Graduation,Single,104628,0,0
5624,Mr. Keith Sanderson,1981,PhD,Together,86451,0,1
7223,Mr. Jack Cameron,1991,HighSchool,Single,48515,2,0
24023,Mr. Blake Wilkins,1966,PhD,Divorced,117690,0,0
6164,Mr. Anthony Grant,1983,PhD,Married,229113.325,1,0
30473,Miss Abigail Chapman,1987,PhD,Together,45200,1,0
7334,Mr. Jake MacLeod,1968,PhD,Married,72036,1,1
28223,Mr. Liam Reid,1974,Graduation,Married,56058,1,1
27770,Mr. Matt McDonald,1975,Graduation,Married,75525,0,1
24713,Miss Jasmine Duncan,1983,Graduation,Single,99189,1,1
9215,Mr. Trevor Blake,1973,HighSchool,Married,99035,0,1
7886,Mr. Charles Underwood,1973,Master,Single,122098,0,0
11603,Miss Lillian Smith,1982,Graduation,Together,101752,0,0
27926,Mr. Joshua Churchill,1975,Master,Divorced,46821,0,1
